PassengerId,Full Name,Title,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
871,Cerin,Mr,0,3,male,26.0,0,0,7.8958,S
872,RichardLeonard,,1,1,female,47.0,1,1,52.5542,S
873,FransOlof,Mr,0,1,male,33.0,0,0,5.0,S
874,Victor,Mr,0,3,male,47.0,0,0,9.0,S
875,Samuel,,1,2,female,28.0,1,0,24.0,C
876,AdeleKiamieJane,,1,3,female,15.0,0,0,7.225,C
877,AlfredOssian,Mr,0,3,male,20.0,0,0,9.8458,S
878,Nedelio,Mr,0,3,male,19.0,0,0,7.8958,S
879,Kristo,Mr,0,3,male,28.0,0,0,7.8958,S
880,ThomasJr,,1,1,female,56.0,0,1,83.1583,C
881,William,,1,2,female,25.0,0,1,26.0,S
882,Johann,Mr,0,3,male,33.0,0,0,7.8958,S
883,GerdaUlrika,,0,3,female,22.0,0,0,10.5167,S
884,FrederickJames,Mr,0,2,male,28.0,0,0,10.5,S
885,HenryJr,Mr,0,3,male,25.0,0,0,7.05,S
886,William,,0,3,female,39.0,0,5,29.125,Q
887,Juozas,Officer,0,2,male,27.0,0,0,13.0,S
888,MargaretEdith,,1,1,female,19.0,0,0,30.0,S
889,CatherineHelenCarrie,,0,3,female,28.0,1,2,23.45,S
890,KarlHowell,Mr,1,1,male,26.0,0,0,30.0,C
891,Patrick,Mr,0,3,male,32.0,0,0,7.75,Q
